ticker,fund_name,current_map,expected,status,confidence
MQQQ US,TRADR 2X LONG INNOVATION 100 MONTHLY ETF,,,UNCLEAR,LOW
MRNX US,DEFIANCE DAILY TARGET 2X LONG MRNA ETF,MRNA,,UNCLEAR,LOW
MRVU US,DIREXION DAILY MRVL BULL 2X ETF,MRVL,MRVL US,OK,HIGH
MSDD US,GRANITESHARES 2X SHORT MSTR DAILY ETF,MSTR US,MSTR US,OK,HIGH
MSFD US,DIREXION DAILY MSFT BEAR 1X ETF,MSFT US,MSFT US,OK,HIGH
MSFL US,GRANITESHARES 2X LONG MSFT DAILY ETF,MSFT US,MSFT US,OK,HIGH
MSFU US,DIREXION DAILY MSFT BULL 2X ETF,MSFT US,MSFT US,OK,HIGH
MSFX US,T-REX 2X LONG MICROSOFT DAILY TARGET ETF,MSFT US,MSFT US,OK,MEDIUM
MSOO US,LEVERAGE SHARES 2X CAPPED ACCELERATED MSTR MONTHLY ETF,MSTR US,,UNCLEAR,LOW
MSOX US,ADVISORSHARES MSOS DAILY LEVERAGED ETF,MSOS US Equity,,UNCLEAR,LOW
MSTU US,T-REX 2X LONG MSTR DAILY TARGET ETF,MSTR US,MSTR US,OK,HIGH
MSTX US,DEFIANCE DAILY TARGET 2X LONG MSTR ETF,MSTR US,,UNCLEAR,LOW
MSTZ US,T-REX 2X INVERSE MSTR DAILY TARGET ETF,MSTR US,MSTR US,OK,HIGH
MTUL US,ETRACS 2X LEVERAGED MSCI US MOMENTUM FACTOR TR ETN,M2US000$,,UNCLEAR,LOW
MUD US,DIREXION DAILY MU BEAR 1X ETF,MU US,MU US,OK,HIGH
MULL US,GRANITESHARES 2X LONG MU DAILY ETF,MU US,MU US,OK,HIGH
MUU US,DIREXION DAILY MU BULL 2X ETF,MU US,MU US,OK,HIGH
MVLL US,GRANITESHARES 2X LONG MRVL DAILY ETF,MRVL US,MRVL US,OK,HIGH
MVPL US,MILLER VALUE PARTNERS LEVERAGE ETF,,,UNCLEAR,LOW
MVRL US,ETRACS MONTHLY PAY 1.5X LEVERAGED MORTGAGE REIT ETN,MVMORT,,UNCLEAR,LOW
MVV US,PROSHARES ULTRA MIDCAP400,,,UNCLEAR,LOW
MYY US,PROSHARES SHORT MIDCAP 400,,,UNCLEAR,LOW
MZZ US,PROSHARES ULTRASHORT MIDCAP400,,,UNCLEAR,LOW
NAIL US,DIREXION DAILY HOMEBUILDERS & SUPPLIES BULL 3X ETF,,,UNCLEAR,LOW
NBIG US,LEVERAGE SHARES 2X LONG NBIS DAILY ETF,NBIS US,NBIS US,OK,HIGH
NBIL US,GRANITESHARES 2X LONG NBIS DAILY ETF,NVIS,NBIS US,MISMATCH,HIGH
NBIZ US,TRADR 2X SHORT NBIS DAILY ETF,NBIS,NBIS US,OK,HIGH
NEBX US,TRADR 2X LONG NBIS DAILY ETF,NBIS US,NBIS US,OK,HIGH
NEMG US,LEVERAGE SHARES 2X LONG NEM DAILY ETF,NEM US,NEM US,OK,HIGH
NETG US,LEVERAGE SHARES 2X LONG NET DAILY ETF,NET US,NET US,OK,HIGH
NFLU US,T-REX 2X LONG NFLX DAILY TARGET ETF,NFLX US,NFLX US,OK,HIGH
NFXL US,DIREXION DAILY NFLX BULL 2X ETF,NFLX US,NFLX US,OK,HIGH
NFXS US,DIREXION DAILY NFLX BEAR 1X ETF,NFLX US,NFLX US,OK,HIGH
NIOG US,LEVERAGE SHARES 2X LONG NIO DAILY ETF,NIO US,NIO US,OK,HIGH
NOWL US,GRANITESHARES 2X LONG NOW DAILY ETF,NOW US,NOW US,OK,HIGH
NRGD US,MICROSECTORS US BIG OIL -3X INVERSE LEVERAGED ETN,SOLUSBOT,,UNCLEAR,LOW
NRGU US,MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,SOLUSBOT,,UNCLEAR,LOW
NUG US,LEVERAGE SHARES 2X LONG NU DAILY ETF,NU US,NU US,OK,HIGH
NUGT US,DIREXION DAILY GOLD MINERS INDEX BULL 2X ETF,,,UNCLEAR,LOW
NVD US,GRANITESHARES 2X SHORT NVDA DAILY ETF,NVDA US,NVDA US,OK,HIGH
NVDB US,PROSHARES ULTRA NVDA,NVDA US,NVDA US,OK,HIGH
NVDD US,DIREXION DAILY NVDA BEAR 1X ETF,NVDA US,NVDA US,OK,HIGH
NVDG US,LEVERAGE SHARES 2X LONG NVDA DAILY ETF,NVDA US,NVDA US,OK,HIGH
NVDL US,GRANITESHARES 2X LONG NVDA DAILY ETF,NVDA US,NVDA US,OK,HIGH
NVDO US,LEVERAGE SHARES 2X CAPPED ACCELERATED NVDA MONTHLY ETF,NVDA US,,UNCLEAR,LOW
NVDQ US,T-REX 2X INVERSE NVIDIA DAILY TARGET ETF,NVDA US,NVDA US,OK,MEDIUM
NVDS US,TRADR 1.5X SHORT NVDA DAILY ETF,NVDA US,NVDA US,OK,HIGH
NVDU US,DIREXION DAILY NVDA BULL 2X ETF,NVDA US,NVDA US,OK,HIGH
NVDX US,T-REX 2X LONG NVIDIA DAILY TARGET ETF,NVDA US,NVDA US,OK,MEDIUM
NVOX US,DEFIANCE DAILY TARGET 2X LONG NVO ETF,NVO US,,UNCLEAR,LOW
NVTX US,TRADR 2X LONG NVTS DAILY ETF,NVTS US,NVTS US,OK,HIGH
OILD US,MICROSECTORS OIL & GAS EXPLORATION & PRODUCTION -3X INVERSE LEVERAGED ETN,SOLOILT,,UNCLEAR,LOW
OILU US,MICROSECTORS OIL & GAS EXPLORATION & PRODUCTION 3X LEVERAGED ETN,SOLOILT,,UNCLEAR,LOW
OKLL US,DEFIANCE DAILY TARGET 2X LONG OKLO ETF,OKLO US,,UNCLEAR,LOW
OKLS US,DEFIANCE DAILY TARGET 2X SHORT OKLO ETF,OKLO US,,UNCLEAR,LOW
OKTG US,LEVERAGE SHARES 2X LONG OKTA DAILY ETF,OKTA US,OKTA US,OK,HIGH
ONDG US,LEVERAGE SHARES 2X LONG ONDS DAILY ETF,ONDS US,ONDS US,OK,HIGH
ONDL US,DEFIANCE DAILY TARGET 2X LONG ONDS ETF,ONDS US,,UNCLEAR,LOW
ONDU US,TRADR 2X LONG ONDS DAILY ETF,ONDS US,ONDS US,OK,HIGH
OPEG US,LEVERAGE SHARES 2X LONG OPEN DAILY ETF,OPEN US,OPEN US,OK,HIGH
OPEX US,TRADR 2X LONG OPEN DAILY ETF,OPEN US,OPEN US,OK,HIGH
ORCS US,DIREXION DAILY ORCL BEAR 1X ETF,ORCL US,ORCL US,OK,HIGH
ORCU US,DIREXION DAILY ORCL BULL 2X ETF,ORCL US,ORCL US,OK,HIGH
ORCX US,DEFIANCE DAILY TARGET 2X LONG ORCL ETF,ORCL US,,UNCLEAR,LOW
ORLG US,LEVERAGE SHARES 2X LONG ORLY DAILY ETF,ORLY US,ORLY US,OK,HIGH
ORR US,MILITIA LONG/SHORT EQUITY ETF,,,UNCLEAR,LOW
OSCG US,LEVERAGE SHARES 2X LONG OSCR DAILY ETF,OSCR US,OSCR US,OK,HIGH
OSCX US,DEFIANCE DAILY TARGET 2X LONG OSCR ETF,OSCR,,UNCLEAR,LOW
PAAU US,T-REX 2X LONG PAAS DAILY TARGET ETF,PAAS,PAAS US,OK,HIGH
PALD US,DIREXION DAILY PANW BEAR 1X ETF,PANW US,PANW US,OK,HIGH
PALU US,DIREXION DAILY PANW BULL 2X ETF,PANW US,PANW US,OK,HIGH
PANG US,LEVERAGE SHARES 2X LONG PANW DAILY ETF,PANW US,PANW US,OK,HIGH
PATX US,TRADR 2X LONG PATH DAILY ETF,PATH US,PATH US,OK,HIGH
PBRG US,LEVERAGE SHARES 2X LONG PBR DAILY ETF,PBR US,PBR US,OK,HIGH
PDDL US,GRANITESHARES 2X LONG PDD DAILY ETF,PDD US,PDD US,OK,HIGH
PFFL US,ETRACS MONTHLY PAY 2XLEVERAGED PREFERRED STOCK ETN,SOLPRF,,UNCLEAR,LOW
PILL US,DIREXION DAILY PHARMACEUTICAL & MEDICAL BULL 3X ETF,,,UNCLEAR,LOW
PLOO US,LEVERAGE SHARES 2X CAPPED ACCELERATED PLTR MONTHLY ETF,PLTR US,,UNCLEAR,LOW
PLTA US,PROSHARES ULTRA PLTR,PLTR US,PLTR US,OK,HIGH
PLTD US,DIREXION DAILY PLTR BEAR 1X ETF,PLTR US,PLTR US,OK,HIGH
PLTG US,LEVERAGE SHARES 2X LONG PLTR DAILY ETF,PLTR US,PLTR US,OK,HIGH
PLTU US,DIREXION DAILY PLTR BULL 2X ETF,PLTR US,PLTR US,OK,HIGH
PLTZ US,DEFIANCE DAILY TARGET 2X SHORT PLTR ETF,PLTR US,,UNCLEAR,LOW
PLU US,DEFIANCE DAILY TARGET 2X LONG PL ETF,PL US,,UNCLEAR,LOW
PLUL US,LEVERAGE SHARES 2X LONG PLUG DAILY ETF,PLUG US,PLUG US,OK,HIGH
PONX US,TRADR 2X LONG PONY DAILY ETF,PONY US,PONY US,OK,HIGH
PSQ US,PROSHARES SHORT QQQ,,,UNCLEAR,LOW
PST US,PROSHARES ULTRASHORT LEHMAN 7-10 YEAR TREASURY,,,UNCLEAR,LOW
PTIR US,GRANITESHARES 2X LONG PLTR DAILY ETF,PLTR US,PLTR US,OK,HIGH
PYPG US,LEVERAGE SHARES 2X LONG PYPL DAILY ETF,PYPL US,PYPL US,OK,HIGH
PYPU US,DIREXION DAILY PYPL BULL 2X ETF,PYPL,PYPL US,OK,HIGH
QBTX US,TRADR 2X LONG QBTS DAILY ETF,QBTS US,QBTS US,OK,HIGH
QBTZ US,DEFIANCE DAILY TARGET 2X SHORT QBTS ETF,QBTS US,,UNCLEAR,LOW
QCMD US,DIREXION DAILY QCOM BEAR 1X ETF,QCOM US,QCOM US,OK,HIGH
QCML US,GRANITESHARES 2X LONG QCOM DAILY ETF,QCOM US,QCOM US,OK,HIGH
QCMU US,DIREXION DAILY QCOM BULL 2X ETF,QCOM US,QCOM US,OK,HIGH
QID US,PROSHARES ULTRASHORT QQQ,,QQQ,UNCLEAR,LOW
QLD US,PROSHARES ULTRA QQQ,,QQQ,UNCLEAR,LOW
QPUX US,DEFIANCE 2X DAILY LONG PURE QUANTUM ETF,,,UNCLEAR,LOW
QQDN US,PROSHARES ULTRASHORT QQQ MEGA,,,UNCLEAR,LOW
QQQD US,DIREXION DAILY MAGNIFICENT 7 BEAR 1X ETF,,,UNCLEAR,LOW
QQQP US,TRADR 2X LONG INNOVATION 100 QUARTERLY ETF,,,UNCLEAR,LOW
QQQU US,DIREXION DAILY MAGNIFICENT 7 BULL 2X ETF,,,UNCLEAR,LOW
QQUP US,PROSHARES ULTRA QQQ MEGA,,,UNCLEAR,LOW
QQXL US,PROSHARES ULTRA QQQ TOP 30,,,UNCLEAR,LOW
QSU US,DEFIANCE DAILY TARGET 2X LONG QS ETF,QS US,,UNCLEAR,LOW
QTAC US,Q3 ALL-SEASON TACTICAL ADVANTAGE ETF,,,UNCLEAR,LOW
QUBX US,TRADR 2X LONG QUBT DAILY ETF,QUBT US,QUBT US,OK,HIGH
QULL US,ETRACS 2X LEVERAGED MSCI US QUALITY FACTOR TR ETN,M2USSNQ,,UNCLEAR,LOW
RAAA US,RECKONER YIELD ENHANCED AAA CLO ETF,,,UNCLEAR,LOW
RBLU US,T-REX 2X LONG RBLX DAILY TARGET ETF,RBLX US,RBLX US,OK,HIGH
RCAX US,DEFIANCE DAILY TARGET 2X LONG RCAT ETF,RCAT,,UNCLEAR,LOW
RDTL US,GRANITESHARES 2X LONG RDDT DAILY ETF,RDDT US,RDDT US,OK,HIGH
RDWU US,T-REX 2X LONG RDW DAILY TARGET ETF,RDW,RDW US,OK,HIGH
REK US,PROSHARES SHORT REAL ESTATE,,,UNCLEAR,LOW
RETL US,DIREXION DAILY RETAIL BULL 3X ETF,,RETAIL,UNCLEAR,LOW
REW US,PROSHARES ULTRASHORT TECHNOLOGY,,,UNCLEAR,LOW
RGTU US,TRADR 2X LONG RGTI DAILY ETF,RGTI US,RGTI US,OK,HIGH
RGTX US,DEFIANCE DAILY TARGET 2X LONG RGTI ETF,RGTI US,,UNCLEAR,LOW
RGTZ US,DEFIANCE DAILY TARGET 2X SHORT RGTI ETF,RGTI,,UNCLEAR,LOW
RIOX US,DEFIANCE DAILY TARGET 2X LONG RIOT ETF,RIOT US,,UNCLEAR,LOW
RKLX US,DEFIANCE DAILY TARGET 2X LONG RKLB ETF,RKLB US,,UNCLEAR,LOW
RKLZ US,DEFIANCE DAILY TARGET 2X SHORT RKLB ETF,RKLB US,,UNCLEAR,LOW
RKTL US,DEFIANCE DAILY TARGET 2X LONG RKT ETF,RKT US,,UNCLEAR,LOW
ROBN US,T-REX 2X LONG HOOD DAILY TARGET ETF,HOOD US,HOOD US,OK,HIGH
ROM US,PROSHARES ULTRA TECHNOLOGY,,,UNCLEAR,LOW
RSBA US,RETURN STACKED BONDS & MERGER ARBITRAGE ETF,,,UNCLEAR,LOW
RSBT US,RETURN STACKED BONDS & MANAGED FUTURES ETF,,,UNCLEAR,LOW
RSBY US,RETURN STACKED BONDS & FUTURES YIELD ETF,,,UNCLEAR,LOW
RSEE US,RAREVIEW SYSTEMATIC EQUITY ETF,,,UNCLEAR,LOW
RSSB US,RETURN STACKED GLOBAL STOCKS & BONDS ETF,Basket,,UNCLEAR,LOW
RSST US,RETURN STACKED US STOCKS & MANAGED FUTURES ETF,,,UNCLEAR,LOW
RSSX US,RETURN STACKED U.S. STOCKS & GOLD/BITCOIN ETF,,,UNCLEAR,LOW
RSSY US,RETURN STACKED U.S. STOCKS & FUTURES YIELD ETF,,,UNCLEAR,LOW
RTXG US,LEVERAGE SHARES 2X LONG RTX DAILY ETF,RTX US,RTX US,OK,HIGH
RVNL US,GRANITESHARES 2X LONG RIVN DAILY ETF,RIVN US,RIVN US,OK,HIGH
RWM US,PROSHARES SHORT RUSSELL2000,,,UNCLEAR,LOW
RXD US,PROSHARES ULTRASHORT HEALTH CARE,,,UNCLEAR,LOW
RXL US,PROSHARES ULTRA HEALTH CARE,,,UNCLEAR,LOW
SAA US,PROSHARES ULTRA SMALLCAP600,,,UNCLEAR,LOW
SARK US,TRADR 1X SHORT INNOVATION DAILY ETF,,INNOVATION,UNCLEAR,LOW
SATG US,LEVERAGE SHARES 2X LONG SATS DAILY ETF,SATS US,SATS US,OK,HIGH
SBB US,PROSHARES SHORT SMALLCAP600,,,UNCLEAR,LOW
SBIT US,PROSHARES ULTRASHORT BITCOIN ETF,XBTUSD Curncy,XBTUSD Curncy,OK,MEDIUM
SBTU US,T-REX 2X LONG SBET DAILY TARGET ETF,SBET US,SBET US,OK,HIGH
SBU US,LEVERAGE SHARES 2X LONG SBUX DAILY ETF,SBUX US,SBUX US,OK,HIGH
SCC US,PROSHARES ULTRASHORT CONSUMER DISCRETIONARY,,,UNCLEAR,LOW
SCDL US,ETRACS 2X LEVERAGED US DIVIDEND FACTOR TR ETN,DJUSDIVT,,UNCLEAR,LOW
SCO US,PROSHARES ULTRASHORT BLOOMBERG CRUDE OIL,,,UNCLEAR,LOW
SDD US,PROSHARES ULTRASHORT SMALLCAP600,,,UNCLEAR,LOW
SDOW US,PROSHARES ULTRAPRO SHORT DOW30,,,UNCLEAR,LOW
SDP US,PROSHARES ULTRASHORT UTILITIES,,,UNCLEAR,LOW
SDS US,PROSHARES ULTRASHORT S&P500,,,UNCLEAR,LOW
SEF US,PROSHARES SHORT FINANCIALS,,,UNCLEAR,LOW
SETH US,PROSHARES SHORT ETHER ETF,XETUSD Curncy,,UNCLEAR,LOW
SH US,PROSHARES SHORT S&P500,,,UNCLEAR,LOW
SHNY US,MICROSECTORS GOLD 3X LEVERAGED ETN,,,UNCLEAR,LOW
SHPU US,DIREXION DAILY SHOP BULL 2X ETF,SHOP US,SHOP US,OK,HIGH
SIJ US,PROSHARES ULTRASHORT INDUSTRIALS,,,UNCLEAR,LOW
SJB US,PROSHARES SHORT HIGH YIELD,,,UNCLEAR,LOW
SKF US,PROSHARES ULTRASHORT FINANCIALS,,,UNCLEAR,LOW
SKRE US,TUTTLE CAPITAL DAILY 2X INVERSE REGIONAL BANKS ETF,,,UNCLEAR,LOW
SKYU US,PROSHARES ULTRA NASDAQ CLOUD COMPUTING ETF,,,UNCLEAR,LOW
SLON US,PROSHARES ULTRA SOLANA ETF,XSOUSD Curncy,XSOUSD Curncy,OK,MEDIUM
SMCX US,DEFIANCE DAILY TARGET 2X LONG SMCI ETF,SMCI US,,UNCLEAR,LOW
SMCZ US,DEFIANCE DAILY TARGET 2X SHORT SMCI ETF,SMCI US,,UNCLEAR,LOW
SMDD US,PROSHARES ULTRAPRO SHORT MIDCAP400,,,UNCLEAR,LOW
SMHB US,ETRACS MONTHLY PAY 2XLEVERAGED US SMALL CAP HIGH DIVIDEND ETN SERIES B,SOLSMHD,,UNCLEAR,LOW
SMN US,PROSHARES ULTRASHORT MATERIALS,,,UNCLEAR,LOW
SMQ US,TRADR 1X SHORT INNOVATION 100 MONTHLY ETF,QQQ US,,UNCLEAR,LOW
SMST US,DEFIANCE DAILY TARGET 2X SHORT MSTR ETF,MSTR US,,UNCLEAR,LOW
SMU US,TRADR 2X LONG SMR DAILY ETF,SMR US,SMR US,OK,HIGH
SMUP US,T-REX 2X LONG SMR DAILY TARGET ETF,SMR US,SMR US,OK,HIGH
SMZ US,TRADR 2X SHORT SMR DAILY ETF,SMR,SMR US,OK,HIGH
SNAG US,LEVERAGE SHARES 2X LONG SNAP DAILY ETF,SNAP US,SNAP US,OK,HIGH
SNDU US,T-REX 2X LONG SNDK DAILY TARGET ETF,SNDK,SNDK US,OK,HIGH
SNOU US,T-REX 2X LONG SNOW DAILY TARGET ETF,SNOW US,SNOW US,OK,HIGH
SNXX US,TRADR 2X SNDK LONG DAILY ETF,SNDK,,UNCLEAR,LOW
SOFA US,DIREXION DAILY SOFI BULL 2X ETF,SOFI,SOFI US,OK,HIGH
SOFX US,DEFIANCE DAILY TARGET 2X LONG SOFI ETF,SOFI US,,UNCLEAR,LOW
SOLT US,2X SOLANA ETF,XSOUSD Curncy,,UNCLEAR,LOW
SOLX US,T-REX 2X LONG SOL DAILY TARGET ETF,XSOUSD Curncy,XSOUSD Curncy,OK,MEDIUM
SOUX US,DEFIANCE DAILY TARGET 2X LONG SOUN ETF,SOUN US,,UNCLEAR,LOW
SOXL US,DIREXION DAILY SEMICONDUCTOR BULL 3X ETF,,,UNCLEAR,LOW
SOXS US,DIREXION DAILY SEMICONDUCTOR BEAR 3X ETF,,,UNCLEAR,LOW
SPDN US,DIREXION DAILY S&P 500 BEAR 1X ETF,,,UNCLEAR,LOW
SPOG US,LEVERAGE SHARES 2X LONG SPOT DAILY ETF,SPOT US,SPOT US,OK,HIGH
SPUU US,DIREXION DAILY S&P 500 BULL 2X ETF,,,UNCLEAR,LOW
SPXL US,DIREXION DAILY S&P 500 BULL 3X ETF,,,UNCLEAR,LOW
SPXS US,DIREXION DAILY S&P 500 BEAR 3X ETF,,,UNCLEAR,LOW
SPXU US,PROSHARES ULTRAPRO SHORT S&P 500,,,UNCLEAR,LOW
SPYQ US,TRADR 2X LONG SPY QUARTERLY ETF,SPY US,,UNCLEAR,LOW
SPYU US,MAX S&P 500 4X LEVERAGED ETN,SPXT,,UNCLEAR,LOW
SQQQ US,PROSHARES ULTRAPRO SHORT QQQ,,,UNCLEAR,LOW
SRPU US,TRADR 2X LONG SRPT DAILY ETF,SPRT US,SRPT US,MISMATCH,HIGH
SRS US,PROSHARES ULTRASHORT REAL ESTATE,,,UNCLEAR,LOW
SRTY US,PROSHARES ULTRAPRO SHORT RUSSELL2000,,,UNCLEAR,LOW
SSG US,PROSHARES ULTRASHORT SEMICONDUCTORS,,,UNCLEAR,LOW
SSO US,PROSHARES ULTRA S&P500,,,UNCLEAR,LOW
STLR US,STELLAR ETF,,,UNCLEAR,LOW
STLU US,2X STELLAR ETF,,,UNCLEAR,LOW
STSM US,DEFIANCE DAILY TARGET 2X SHORT TSM ETF,TSM US,,UNCLEAR,LOW
SVIX US,-1X SHORT VIX FUTURES ETF,,,UNCLEAR,LOW
SVOL US,SIMPLIFY VOLATILITY PREMIUM ETF,,,UNCLEAR,LOW
SVXY US,PROSHARES SHORT VIX SHORT-TERM FUTURES ETF,,,UNCLEAR,LOW
SZK US,PROSHARES ULTRASHORT CONSUMER STAPLES,,,UNCLEAR,LOW
SZOXF US,DB CRUDE OIL SHORT ETN,DBODIXX,,UNCLEAR,LOW
TARK US,TRADR 2X LONG INNOVATION ETF,,,UNCLEAR,LOW
TBF US,PROSHARES SHORT 20+ YEAR TREASURY,,,UNCLEAR,LOW
TBT US,PROSHARES ULTRASHORT 20+ YEAR TREASURY,,,UNCLEAR,LOW
TBX US,PROSHARES SHORT 7-10 TREASURY,,,UNCLEAR,LOW
TBXU US,DIREXION DAILY BIOTECH TOP 5 BULL 2X ETF,,,UNCLEAR,LOW
TDAX US,TDAQ LIFT ETF,TDAQ,,UNCLEAR,LOW
TECL US,DIREXION DAILY TECHNOLOGY BULL 3X ETF,,,UNCLEAR,LOW
TECS US,DIREXION DAILY TECHNOLOGY BEAR 3X ETF,,,UNCLEAR,LOW
TEMT US,TRADR 2X LONG TEM DAILY ETF,TEM US,TEM US,OK,HIGH
TERG US,LEVERAGE SHARES 2X LONG TER DAILY ETF,TER US,TER US,OK,HIGH
TEXU US,DIREXION DAILY ENERGY TOP 5 BULL 2X ETF,,,UNCLEAR,LOW
TMF US,DIREXION DAILY 20+ YEAR TREASURY BULL 3X ETF,,,UNCLEAR,LOW
TMV US,DIREXION DAILY 20+ YEAR TREASURY BEAR 3X ETF,,,UNCLEAR,LOW
TNA US,DIREXION DAILY SMALL CAP BULL 3X ETF,,,UNCLEAR,LOW
TPOR US,DIREXION DAILY TRANSPORTATION BULL 3X ETF,,,UNCLEAR,LOW
TQQQ US,PROSHARES ULTRAPRO QQQ,,QQQ,UNCLEAR,LOW
TSDD US,GRANITESHARES 2X SHORT TSLA DAILY ETF,TSLA US,TSLA US,OK,HIGH
TSL US,GRANITESHARES 1.25 LONG TSLA DAILY ETF,TSLA US,,UNCLEAR,LOW
TSLG US,LEVERAGE SHARES 2X LONG TSLA DAILY ETF,TSLA US,TSLA US,OK,HIGH
TSLI US,PROSHARES ULTRA TSLA,TSLA US,TSLA US,OK,HIGH
TSLL US,DIREXION DAILY TSLA BULL 2X ETF,TSLA US,TSLA US,OK,HIGH
TSLO US,LEVERAGE SHARES 2X CAPPED ACCELERATED TSLA MONTHLY ETF,TSLA US,,UNCLEAR,LOW
TSLQ US,TRADR 2X SHORT TSLA DAILY ETF,TSLA US,TSLA US,OK,HIGH
TSLR US,GRANITESHARES 2X LONG TSLA DAILY ETF,TSLA US,TSLA US,OK,HIGH
TSLS US,DIREXION DAILY TSLA BEAR 1X ETF,TSLA US,TSLA US,OK,HIGH
TSLT US,T-REX 2X LONG TESLA DAILY TARGET ETF,TSLA US,TSLA US,OK,MEDIUM
TSLZ US,T-REX 2X INVERSE TESLA DAILY TARGET ETF,TSLA US,TSLA US,OK,MEDIUM
TSMG US,LEVERAGE SHARES 2X LONG TSM DAILY ETF,TSM US,TSM US,OK,HIGH
TSMU US,GRANITESHARES 2X LONG TSM DAILY ETF,TSM US,TSM US,OK,HIGH
TSMX US,DIREXION DAILY TSM BULL 2X ETF,TSM US,TSM US,OK,HIGH
TSMZ US,DIREXION DAILY TSM BEAR 1X ETF,TSM US,TSM US,OK,HIGH
TSXD US,DIREXION DAILY SEMICONDUCTORS TOP 5 BEAR 2X ETF,,,UNCLEAR,LOW
TSXU US,DIREXION DAILY SEMICONDUCTORS TOP 5 BULL 2X ETF,,,UNCLEAR,LOW
TSYX US,TSPY LIFT ETF,TSPY,,UNCLEAR,LOW
TTDU US,T-REX 2X LONG TTD DAILY TARGET ETF,TTD US,TTD US,OK,HIGH
TTT US,PROSHARES ULTRAPRO SHORT 20+ YEAR TREASURY,,,UNCLEAR,LOW
TTXD US,DIREXION DAILY TECHNOLOGY TOP 5 BEAR 2X ETF,,,UNCLEAR,LOW
TTXU US,DIREXION DAILY TECHNOLOGY TOP 5 BULL 2X ETF,,,UNCLEAR,LOW
TWM US,PROSHARES ULTRASHORT RUSSELL2000,,,UNCLEAR,LOW
TXNU US,DIREXION DAILY TXN BULL 2X ETF,TXN,TXN US,OK,HIGH
TXXD US,21SHARES 2X LONG DOGECOIN ETF,XDGUSD Curncy,,UNCLEAR,LOW
TXXS US,21SHARES 2X LONG SUI ETF,,,UNCLEAR,LOW
TYD US,DIREXION DAILY 7-10 YEAR TREASURY BULL 3X ETF,,,UNCLEAR,LOW
TYO US,DIREXION DAILY 7-10 YEAR TREASURY BEAR 3X ETF,,,UNCLEAR,LOW
TZA US,DIREXION DAILY SMALL CAP BEAR 3X ETF,,,UNCLEAR,LOW
UBOT US,DIREXION DAILY ROBOTICS ARTIFICIAL INTELLIGENCE & AUTOMATION INDEX BULL 2X ETF,,,UNCLEAR,LOW
UBR US,PROSHARES ULTRA MSCI BRAZIL CAPPED,,,UNCLEAR,LOW
UBRL US,GRANITESHARES 2X LONG UBER DAILY ETF,UBER US,UBER US,OK,HIGH
UBT US,PROSHARES ULTRA 20+ YEAR TREASURY,,,UNCLEAR,LOW
UCC US,PROSHARES ULTRA CONSUMER DISCRETIONARY,,,UNCLEAR,LOW
UCO US,PROSHARES ULTRA BLOOMBERG CRUDE OIL,CLA Comdty,,UNCLEAR,LOW
UCYB US,PROSHARES ULTRA NASDAQ CYBERSECURITY ETF,,,UNCLEAR,LOW
UDN US,INVESCO DB US DOLLAR INDEX BEARISH FUND,,,UNCLEAR,LOW
UDOW US,PROSHARES ULTRAPRO DOW30,,,UNCLEAR,LOW
UECG US,LEVERAGE SHARES 2X LONG UEC DAILY ETF,UEC,UEC US,OK,HIGH
UGE US,PROSHARES ULTRA CONSUMER STAPLES,,,UNCLEAR,LOW
UGL US,PROSHARES ULTRA GOLD,XAU Curncy,XAU Curncy,OK,MEDIUM
UJB US,PROSHARES ULTRA HIGH YIELD,,,UNCLEAR,LOW
ULE US,PROSHARES ULTRA EURO,EURUSD Curncy,EURO,UNCLEAR,LOW
UMDD US,PROSHARES ULTRAPRO MIDCAP400,,,UNCLEAR,LOW
UNHG US,LEVERAGE SHARES 2X LONG UNH DAILY ETF,UNH US,UNH US,OK,HIGH
UNHU US,DIREXION DAILY UNH BULL 2X ETF,UNH,UNH US,OK,HIGH
UNX US,TRADR 2X LONG U DAILY ETF,U US,U US,OK,HIGH
UPRO US,PROSHARES ULTRAPRO S&P 500,,,UNCLEAR,LOW
UPSD US,APTUS LARGE CAP UPSIDE ETF,,,UNCLEAR,LOW
UPSG US,LEVERAGE SHARES 2X LONG UPS DAILY ETF,UPS US,UPS US,OK,HIGH
UPSX US,TRADR 2X LONG UPST DAILY ETF,UPST US,UPST US,OK,HIGH
UPV US,PROSHARES ULTRA FTSE EUROPE,,,UNCLEAR,LOW
UPW US,PROSHARES ULTRA UTILITIES,,,UNCLEAR,LOW
URAA US,DIREXION DAILY URANIUM INDUSTRY BULL 2X ETF,UXAA Comdty,,UNCLEAR,LOW
URE US,PROSHARES ULTRA REAL ESTATE,,,UNCLEAR,LOW
URSP US,PROSHARES ULTRA S&P 500 EQUAL WEIGHT,,,UNCLEAR,LOW
URTY US,PROSHARES ULTRAPRO RUSSELL2000,,,UNCLEAR,LOW
USAX US,TRADR 2X LONG USAR DAILY ETF,USAR US,USAR US,OK,HIGH
USD US,PROSHARES ULTRA SEMICONDUCTORS,,,UNCLEAR,LOW
USGG US,LEVERAGE SHARES 2X LONG USAR DAILY ETF,USAR US,USAR US,OK,HIGH
USML US,ETRACS 2X LEVERAGED MSCI US MINIMUM VOLATILITY FACTOR TR ETN,M00IMV$T,,UNCLEAR,LOW
