ticker,fund_name,current_map,expected,status,confidence
JANZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME JANUARY ETF,Outcome,Outcome,OK,HIGH
JNEU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED JUN ETF,Buffer,Buffer,OK,HIGH
JULB US,APTUS JULY BUFFER ETF,Buffer,Buffer,OK,HIGH
JULH US,INNOVATOR PREMIUM INCOME 20 BARRIER ETF-JULY,Barrier,Barrier,OK,HIGH
JULJ US,INNOVATOR PREMIUM INCOME 30 BARRIER ETF-JULY,Barrier,Barrier,OK,HIGH
JULM US,FT VEST US EQUITY MAX BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
JULP US,PGIM S&P 500 BUFFER 12 ETF - JULY,Buffer,Buffer,OK,HIGH
JULT US,ALLIANZIM US EQUITY BUFFER10 JUL ETF,Buffer,Buffer,OK,HIGH
JULU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED JUL ETF,Buffer,Buffer,OK,HIGH
JULW US,ALLIANZIM US EQ BUFFER20 JUL,Buffer,Buffer,OK,HIGH
JULZ US,TRUESHARES STRUCTURED OUTCOME JULY ETF,Outcome,Outcome,OK,HIGH
JUNM US,FT VEST US EQUITY MAX BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
JUNP US,PGIM S&P 500 BUFFER 12 ETF - JUNE,Buffer,Buffer,OK,HIGH
JUNT US,ALLIANZIM US EQUITY BUFFER10 JUN ETF,Buffer,Buffer,OK,HIGH
JUNW US,ALLIANZIM US EQ BUFFER20 JUN,Buffer,Buffer,OK,HIGH
JUNZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME JUNE ETF,Outcome,Outcome,OK,HIGH
KAPR US,INNOVATOR U.S. SMALL CAP POWER BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
KAUG US,INNOVATOR US SMALL CAP POWER BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
KBUF US,KRANESHARES 90% KWEB DEFINED OUTCOME JANUARY 2027 ETF,Buffer,Outcome,MISMATCH,HIGH
KDEC US,INNOVATOR US SMALL CAP POWER BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
KFEB US,INNOVATOR US SMALL CAP POWER BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
KIQQ US,KRANESHARES INSPEREX NASDAQ DYNAMIC BUFFERED HIGH INCOME INDEX ETF,Buffer,Buffer,OK,HIGH
KJAN US,INNOVATOR U.S. SMALL CAP POWER BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
KJUL US,INNOVATOR U.S. SMALL CAP POWER BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
KJUN US,INNOVATOR US SMALL CAP POWER BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
KMAR US,INNOVATOR US SMALL CAP POWER BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
KMAY US,INNOVATOR U.S. SMALL CAP POWER BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
KNOV US,INNOVATOR US SMALL CAP POWER BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
KOCT US,INNOVATOR U.S. SMALL CAP POWER BUFFER ETF - OCTOBER,Buffer,Buffer,OK,HIGH
KPRO US,KRANESHARES 100% KWEB DEFINED OUTCOME JANUARY 2027 ETF,Buffer,Outcome,MISMATCH,HIGH
KSEP US,INNOVATOR US SMALL CAP POWER BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
LAPR US,INNOVATOR PREMIUM INCOME 15 BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
LJAN US,INNOVATOR PREMIUM INCOME 15 BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
LJUL US,INNOVATOR PREMIUM INCOME 15 BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
LOCT US,INNOVATOR PREMIUM INCOME 15 BUFFER ETF-OCTOBER,Buffer,Buffer,OK,HIGH
MARM US,FT VEST US EQUITY MAX BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
MART US,ALLIANZIM US EQUITY BUFFER10 MAR ETF,Buffer,Buffer,OK,HIGH
MARU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED MAR ETF,Buffer,Buffer,OK,HIGH
MARW US,ALLIANZIM US EQ BUFFER20 MAR,Buffer,Buffer,OK,HIGH
MARZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME MARCH ETF,Outcome,Outcome,OK,HIGH
MAXJ US,ISHARES LARGE CAP MAX BUFFER JUN ETF,Buffer,Buffer,OK,HIGH
MAYM US,FT VEST US EQUITY MAX BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
MAYP US,PGIM S&P 500 BUFFER 12 ETF - MAY,Buffer,Buffer,OK,HIGH
MAYT US,ALLIANZIM US EQUITY BUFFER10 MAY ETF,Buffer,Buffer,OK,HIGH
MAYU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED MAY ETF,Buffer,Buffer,OK,HIGH
MAYW US,ALLIANZIM US EQ BUFFER20 MAY,Buffer,Buffer,OK,HIGH
MAYZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME MAY ETF,Outcome,Outcome,OK,HIGH
MMAX US,ISHARES LARGE CAP MAX BUFFER MAR ETF,Buffer,Buffer,OK,HIGH
MRCP US,PGIM S&P 500 BUFFER 12 ETF - MARCH,Buffer,Buffer,OK,HIGH
NAPR US,INNOVATOR GROWTH 100 POWER BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
NAUG US,INNOVATOR GROWTH-100 POWER BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
NDEC US,INNOVATOR GROWTH-100 POWER BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
NFEB US,INNOVATOR GROWTH-100 POWER BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
NJAN US,INNOVATOR GROWTH 100 POWER BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
NJUL US,INNOVATOR GROWTH 100 POWER BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
NJUN US,INNOVATOR GROWTH-100 POWER BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
NMAR US,INNOVATOR GROWTH-100 POWER BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
NMAY US,INNOVATOR GROWTH-100 POWER BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
NNOV US,INNOVATOR GROWTH-100 POWER BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
NOCT US,INNOVATOR GROWTH-100 POWER BUFFER ETF- OCTOBER,Buffer,Buffer,OK,HIGH
NOVM US,FT VEST US EQUITY MAX BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
NOVP US,PGIM S&P 500 BUFFER 12 ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
NOVZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME NOVEMBER ETF,Outcome,Outcome,OK,HIGH
NSEP US,INNOVATOR GROWTH-100 POWER BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
NVBT US,ALLIANZIM US EQUITY BUFFER10 NOV ETF,Buffer,Buffer,OK,HIGH
NVBU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED NOV ETF,Buffer,Buffer,OK,HIGH
NVBW US,ALLIANZIM US EQUITY BUFFER20 NOV ETF,Buffer,Buffer,OK,HIGH
OCTB US,APTUS OCTOBER BUFFER ETF,Buffer,Buffer,OK,HIGH
OCTH US,INNOVATOR PREMIUM INCOME 20 BARRIER ETF - OCTOBER,Barrier,Barrier,OK,HIGH
OCTJ US,INNOVATOR PREMIUM INCOME 30 BARRIER ETF - OCTOBER,Barrier,Barrier,OK,HIGH
OCTM US,FT VEST US EQUITY MAX BUFFER ETF - OCTOBER,Buffer,Buffer,OK,HIGH
OCTP US,PGIM S&P 500 BUFFER 12 ETF - OCTOBER,Buffer,Buffer,OK,HIGH
OCTT US,ALLIANZIM US EQUITY BUFFER10 OCT ETF,Buffer,Buffer,OK,HIGH
OCTU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED OCT ETF,Buffer,Buffer,OK,HIGH
OCTW US,ALLIANZIM US EQ BUFFER20 OCT,Buffer,Buffer,OK,HIGH
OCTZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME OCTOBER ETF,Outcome,Outcome,OK,HIGH
ONEZ US,TRUESHARES SEASONALITY LADDERED BUFFERED ETF,Ladder,Ladder,OK,HIGH
PAPR US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
PAUG US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
PBAP US,PGIM S&P 500 BUFFER 20 ETF - APRIL,Buffer,Buffer,OK,HIGH
PBAU US,PGIM S&P 500 BUFFER 20 ETF - AUGUST,Buffer,Buffer,OK,HIGH
PBDE US,PGIM S&P 500 BUFFER 20 ETF - DECEMBER,Buffer,Buffer,OK,HIGH
PBFB US,PGIM S&P 500 BUFFER 20 ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
PBFR US,PGIM LADDERED S&P 500 BUFFER 20 ETF,Ladder,Ladder,OK,HIGH
PBJA US,PGIM S&P 500 BUFFER 20 ETF - JANUARY,Buffer,Buffer,OK,HIGH
PBJL US,PGIM S&P 500 BUFFER 20 ETF - JULY,Buffer,Buffer,OK,HIGH
PBJN US,PGIM S&P 500 BUFFER 20 ETF - JUNE,Buffer,Buffer,OK,HIGH
PBMR US,PGIM S&P 500 BUFFER 20 ETF - MARCH,Buffer,Buffer,OK,HIGH
PBMY US,PGIM S&P 500 BUFFER 20 ETF - MAY,Buffer,Buffer,OK,HIGH
PBNV US,PGIM S&P 500 BUFFER 20 ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
PBOC US,PGIM S&P 500 BUFFER 20 ETF - OCTOBER,Buffer,Buffer,OK,HIGH
PBQQ US,PGIM LADDERED NASDAQ-100 BUFFER 12 ETF,Ladder,Ladder,OK,HIGH
PBSE US,PGIM S&P 500 BUFFER 20 ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
PDEC US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
PFEB US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
PJAN US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
PJUL US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
PJUN US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
PMAP US,PGIM S&P 500 MAX BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
PMAR US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
PMAU US,PGIM S&P 500 MAX BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
PMAY US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
PMDE US,PGIM S&P 500 MAX BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
PMFB US,PGIM S&P 500 MAX BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
PMJA US,PGIM S&P 500 MAX BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
PMJL US,PGIM S&P 500 MAX BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
PMJN US,PGIM S&P 500 MAX BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
PMMR US,PGIM S&P 500 MAX BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
PMMY US,PGIM S&P 500 MAX BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
PMNV US,PGIM S&P 500 MAX BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
PMOC US,PGIM S&P 500 MAX BUFFER ETF - OCTOBER,Buffer,Buffer,OK,HIGH
PMSE US,PGIM S&P 500 MAX BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
PNOV US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
POCT US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - OCTOBER,Buffer,Buffer,OK,HIGH
PQAP US,PGIM NASDAQ-100 BUFFER 12 ETF - APRIL,Buffer,Buffer,OK,HIGH
PQJA US,PGIM NASDAQ-100 BUFFER 12 ETF - JANUARY,Buffer,Buffer,OK,HIGH
PQJL US,PGIM NASDAQ-100 BUFFER 12 ETF - JULY,Buffer,Buffer,OK,HIGH
PQOC US,PGIM NASDAQ-100 BUFFER 12 ETF - OCTOBER,Buffer,Buffer,OK,HIGH
PSCJ US,PACER SWAN SOS CONSERVATIVE JULY ETF,Buffer,,UNCLEAR,LOW
PSCQ US,PACER SWAN SOS CONSERVATIVE OCTOBER ETF,Buffer,,UNCLEAR,LOW
PSCW US,PACER SWAN SOS CONSERVATIVE APRIL ETF,Buffer,,UNCLEAR,LOW
PSCX US,PACER SWAN SOS CONSERVATIVE JANUARY ETF,Buffer,,UNCLEAR,LOW
PSEP US,INNOVATOR U.S. EQUITY POWER BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
PSFD US,PACER SWAN SOS FLEX JANUARY ETF,Buffer,,UNCLEAR,LOW
PSFF US,PACER SWAN SOS FUND OF FUNDS ETF,Buffer,,UNCLEAR,LOW
PSFJ US,PACER SWAN SOS FLEX JULY ETF,Buffer,,UNCLEAR,LOW
PSFM US,PACER SWAN SOS FLEX APRIL ETF,Buffer,,UNCLEAR,LOW
PSFO US,PACER SWAN SOS FLEX OCTOBER ETF,Buffer,,UNCLEAR,LOW
PSMD US,PACER SWAN SOS MODERATE JANUARY ETF,Buffer,,UNCLEAR,LOW
PSMJ US,PACER SWAN SOS MODERATE JULY ETF,Buffer,,UNCLEAR,LOW
PSMO US,PACER SWAN SOS MODERATE OCTOBER ETF,Buffer,,UNCLEAR,LOW
PSMR US,PACER SWAN SOS MODERATE APRIL ETF,Buffer,,UNCLEAR,LOW
PSTP US,INNOVATOR POWER BUFFER STEP-UP STRATEGY ETF,Buffer,Buffer,OK,HIGH
PWS US,PACER WEALTHSHIELD ETF,Hedged Equity,,UNCLEAR,LOW
QB US,PROSHARES NASDAQ-100 DYNAMIC BUFFER ETF,Buffer,Buffer,OK,HIGH
QBER US,TRUESHARES QUARTERLY BEAR HEDGE ETF,Hedged Equity,,UNCLEAR,LOW
QBF US,INNOVATOR UNCAPPED BITCOIN 20 FLOOR ETF - QUARTERLY,Floor,Floor,OK,HIGH
QBIF US,ALLIANZIM INTERNATIONAL EQUITY BUFFER15 ETF,Buffer,Buffer,OK,HIGH
QBIV US,ALLIANZIM INTERNATIONAL EQUITY BUFFER5 ETF,Buffer,Buffer,OK,HIGH
QBKF US,ALLIANZIM US SMALL CAP BUFFER15 ETF,Buffer,Buffer,OK,HIGH
QBKV US,ALLIANZIM US SMALL CAP BUFFER5 ETF,Buffer,Buffer,OK,HIGH
QBQF US,ALLIANZIM GROWTH-100 BUFFER15 ETF,Buffer,Buffer,OK,HIGH
QBQV US,ALLIANZIM GROWTH-100 BUFFER5 ETF,Buffer,Buffer,OK,HIGH
QBSF US,ALLIANZIM U.S. EQUITY BUFFER15 ETF,Buffer,Buffer,OK,HIGH
QBSV US,ALLIANZIM US EQUITY BUFFER5 ETF,Buffer,Buffer,OK,HIGH
QBUF US,INNOVATOR NASDAQ-100 10 BUFFER ETF - QUARTERLY,Buffer,Buffer,OK,HIGH
QBUL US,TRUESHARES QUARTERLY BULL HEDGE ETF,Hedged Equity,,UNCLEAR,LOW
QCAP US,FT VEST NASDAQ-100 CONSERVATIVE BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
QCJA US,FT VEST NASDAQ-100 CONSERVATIVE BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
QCJL US,FT VEST NASDAQ-100 CONSERVATIVE BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
QCOC US,FT VEST NASDAQ-100 CONSERVATIVE BUFFER ETF - OCTOBER,Buffer,Buffer,OK,HIGH
QDEC US,FT VEST NASDAQ-100 BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
QFLR US,INNOVATOR NASDAQ-100 MANAGED FLOOR ETF,Floor,Floor,OK,HIGH
QGRD US,HORIZON NASDAQ-100 DEFINED RISK ETF,Defined Risk,Defined Risk,OK,MEDIUM
QHDG US,INNOVATOR HEDGED NASDAQ-100 ETF,Hedged Equity,,UNCLEAR,LOW
QJUN US,FT VEST NASDAQ-100 BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
QMAG US,FT VEST NASDAQ-100 MODERATE BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
QMAR US,FT VEST NASDAQ-100 BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
QMFE US,FT VEST NASDAQ-100 MODERATE BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
QMMY US,FT VEST NASDAQ-100 MODERATE BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
QMNV US,FT VEST NASDAQ-100 MODERATE BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
QSPT US,FT VEST NASDAQ-100 BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
QTAP US,INNOVATOR ETFS TRUST - INNOVATOR GROWTH ACCELERATED PLUS ETF - APRIL,Accelerator,Accelerator,OK,HIGH
QTJA US,INNOVATOR GROWTH ACCELERATED PLUS ETF - JANUARY,Accelerator,Accelerator,OK,HIGH
QTJL US,INNOVATOR GROWTH ACCELERATED PLUS ETF - JULY,Accelerator,Accelerator,OK,HIGH
QTOC US,INNOVATOR GROWTH ACCELERATED PLUS ETF-OCTOBER,Accelerator,Accelerator,OK,HIGH
RB US,PROSHARES RUSSELL 2000 DYNAMIC BUFFER ETF,Buffer,Buffer,OK,HIGH
RBUF US,INNOVATOR US SMALL CAP 10 BUFFER ETF - QUARTERLY,Buffer,Buffer,OK,HIGH
RFLR US,INNOVATOR US SMALL CAP MANAGED FLOOR ETF,Floor,Floor,OK,HIGH
RSDE US,FT VEST US EQUITY EQUAL WEIGHT BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
RSJN US,FT VEST US EQUITY EQUAL WEIGHT BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
RSMR US,FT VEST US EQUITY EQUAL WEIGHT BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
RSSE US,FT VEST US EQUITY EQUAL WEIGHT BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
SAUG US,FT VEST US SMALL CAP MODERATE BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
SEPM US,FT VEST US EQUITY MAX BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
SEPP US,PGIM S&P 500 BUFFER 12 ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
SEPT US,ALLIANZIM US EQUITY BUFFER10 SEP ETF,Buffer,Buffer,OK,HIGH
SEPU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED SEP ETF,Buffer,Buffer,OK,HIGH
SEPW US,ALLIANZIM US EQ BUFFER20 SEP,Buffer,Buffer,OK,HIGH
SEPZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME SEPTEMBER ETF,Outcome,Outcome,OK,HIGH
SFEB US,FT VEST US SMALL CAP MODERATE BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
SFLR US,INNOVATOR EQUITY MANAGED FLOOR ETF,Floor,Floor,OK,HIGH
SIXD US,ALLIANZIM US EQUITY 6 MONTH BUFFER10 JUN/DEC ETF,Buffer,Buffer,OK,HIGH
SIXF US,ALLIANZIM US EQUITY 6 MONTH BUFFER10 FEB/AUG ETF,Buffer,Buffer,OK,HIGH
SIXJ US,ALLIANZIM US EQUITY 6 MONTH BUFFER10 JAN/JUL ETF,Buffer,Buffer,OK,HIGH
SIXO US,ALLIANZIM US EQUITY 6 MONTH BUFFER10 APR/OCT ETF,Buffer,Buffer,OK,HIGH
SIXP US,ALLIANZIM US EQUITY 6 MONTH BUFFER10 MAR/SEP ETF,Buffer,Buffer,OK,HIGH
SIXZ US,ALLIANZIM US EQUITY 6 MONTH BUFFER10 MAY/NOV ETF,Buffer,Buffer,OK,HIGH
SMAX US,ISHARES LARGE CAP MAX BUFFER SEP ETF,Buffer,Buffer,OK,HIGH
SMAY US,FT VEST U.S. SMALL CAP MODERATE BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
SNOV US,FT VEST US SMALL CAP MODERATE BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
SPBU US,ALLIANZIM BUFFER15 UNCAPPED ALLOCATION ETF,Buffer,Buffer,OK,HIGH
SPBW US,ALLIANZIM BUFFER20 ALLOCATION ETF,Buffer,Buffer,OK,HIGH
SPBX US,ALLIANZIM 6 MONTH BUFFER10 ALLOCATION ETF,Buffer,Buffer,OK,HIGH
SQMX US,FT VEST US EQUITY QUARTERLY MAX BUFFER ETF,Buffer,Buffer,OK,HIGH
STEN US,ISHARES LARGE CAP 10% TARGET BUFFER SEP ETF,Buffer,Buffer,OK,HIGH
TAPR US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 2 YR TO APRIL 2027,Buffer,,UNCLEAR,LOW
TBJL US,INNOVATOR 20+ YEAR TREASURY BOND 9 BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
TDEC US,FT VEST EMERGING MARKET BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
TEND US,ISHARES LARGE CAP 10% TARGET BUFFER DEC ETF,Buffer,Buffer,OK,HIGH
TENJ US,ISHARES LARGE CAP 10% TARGET BUFFER JUN ETF,Buffer,Buffer,OK,HIGH
TENM US,ISHARES LARGE CAP 10% TARGET BUFFER MAR ETF,Buffer,Buffer,OK,HIGH
TFJL US,INNOVATOR 20+ YEAR TREASURY BOND 5 FLOOR ETF - JULY,Floor,Floor,OK,HIGH
THEQ US,T ROWE PRICE HEDGED EQUITY ETF,Hedged Equity,Hedged Equity,OK,MEDIUM
TJAN US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 2 YR TO JANUARY 2027,Buffer,,UNCLEAR,LOW
TJUL US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 2 YR TO JULY 2027,Buffer,,UNCLEAR,LOW
TJUN US,FT VEST EMERGING MARKETS BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
TLDR US,THE LADDERED T-BILL ETF,,Ladder,MISMATCH,HIGH
TMAR US,FT VEST EMERGING MARKET BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
TOCT US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 2 YR TO OCTOBER 2027,Buffer,,UNCLEAR,LOW
TRIO US,MC TRIO EQUITY BUFFERED ETF,Buffer,Buffer,OK,HIGH
TSEP US,FT VEST EMERGING MARKET BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
TWOX US,ISHARES LARGE CAP ACCELERATED OUTCOME ETF,Accelerator,,UNCLEAR,LOW
UAPR US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
UAUG US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
UDEC US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
UFEB US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
UJAN US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
UJUL US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
UJUN US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
UMAR US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
UMAY US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
UNOV US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
UOCT US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF OCTOBER,Buffer,Buffer,OK,HIGH
USEP US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
UXAP US,FT VEST US EQUITY UNCAPPED ACCELERATOR ETF - APRIL,Accelerator,Accelerator,OK,HIGH
UXJA US,FT VEST US EQUITY UNCAPPED ACCELERATOR ETF - JANUARY,Accelerator,Accelerator,OK,HIGH
UXJL US,FT VEST US EQUITY UNCAPPED ACCELERATOR ETF - JULY,Accelerator,Accelerator,OK,HIGH
UXOC US,FT VEST US EQUITY UNCAPPED ACCELERATOR ETF - OCTOBER,Accelerator,Accelerator,OK,HIGH
XAPR US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
XAUG US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
XBAP US,INNOVATOR US EQUITY ACCELERATED 9 BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
XBJA US,INNOVATOR US EQUITY ACCELERATED 9 BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
XBJL US,INNOVATOR U.S. EQUITY ACCELERATED 9 BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
XBOC US,INNOVATOR US EQUITY ACCELERATED 9 BUFFER ETF-OCTOBER,Buffer,Buffer,OK,HIGH
XDEC US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
XDQQ US,INNOVATOR GROWTH-100 ACCELERATED ETF-QUARTERLY,Accelerator,Accelerator,OK,HIGH
XDSQ US,INNOVATOR US EQUITY ACCELERATED ETF - QUARTERLY,Accelerator,Accelerator,OK,HIGH
XFEB US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
XIDE US,FT VEST US EQUITY BUFFER & PREMIUM INCOME ETF - DECEMBER,Buffer,Buffer,OK,HIGH
XIJN US,FT VEST US EQUITY BUFFER & PREMIUM INCOME ETF - JUNE,Buffer,Buffer,OK,HIGH
XIMR US,FT VEST US EQUITY BUFFER & PREMIUM INCOME ETF - MARCH,Buffer,Buffer,OK,HIGH
XISE US,FT VEST US EQUITY BUFFER & PREMIUM INCOME ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
XJAN US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
XJUL US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
XJUN US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
XMAR US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
XMAY US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
