ticker,etp_category,is_primary,source
BULZ US,LI,1,manual
BZQ US,LI,1,manual
CARD US,LI,1,manual
CARU US,LI,1,manual
CCUP US,LI,1,manual
CEFD US,LI,1,manual
CEGX US,LI,1,manual
CELT US,LI,1,manual
CHAU US,LI,1,manual
CIFG US,LI,1,manual
CIFU US,LI,1,manual
CLSX US,LI,1,manual
CMGG US,LI,1,manual
CNCG US,LI,1,manual
COIA US,LI,1,manual
COIG US,LI,1,manual
COIO US,LI,1,manual
CONI US,LI,1,manual
CONL US,LI,1,manual
CONX US,LI,1,manual
CORD US,LI,1,manual
COTG US,LI,1,manual
COZX US,LI,1,manual
CPXR US,LI,1,manual
CRCA US,LI,1,manual
CRCD US,LI,1,manual
CRCG US,LI,1,manual
CRDU US,LI,1,manual
CRMG US,LI,1,manual
CRWG US,LI,1,manual
CRWL US,LI,1,manual
CRWU US,LI,1,manual
CSCL US,LI,1,manual
CSCS US,LI,1,manual
CSEX US,LI,1,manual
CSM US,LI,1,manual
CURE US,LI,1,manual
CVNX US,LI,1,manual
CWEB US,LI,1,manual
CWVX US,LI,1,manual
CXRN US,LI,1,manual
DAGXF US,LI,1,manual
DAMD US,LI,1,manual
DASX US,LI,1,manual
DDM US,LI,1,manual
DDPXF US,LI,1,manual
DEENF US,LI,1,manual
DFEN US,LI,1,manual
DGP US,LI,1,manual
DGZ US,LI,1,manual
DIG US,LI,1,manual
DJTU US,LI,1,manual
DKNX US,LI,1,manual
DKUP US,LI,1,manual
DLLL US,LI,1,manual
DOG US,LI,1,manual
DOGD US,LI,1,manual
DPST US,LI,1,manual
DRIP US,LI,1,manual
DRN US,LI,1,manual
DRV US,LI,1,manual
DUG US,LI,1,manual
DULL US,LI,1,manual
DUOG US,LI,1,manual
DUSL US,LI,1,manual
DUST US,LI,1,manual
DXD US,LI,1,manual
DYYXF US,LI,1,manual
DZZ US,LI,1,manual
EDC US,LI,1,manual
EDZ US,LI,1,manual
EET US,LI,1,manual
EEV US,LI,1,manual
EFO US,LI,1,manual
EFU US,LI,1,manual
EFZ US,LI,1,manual
ELIL US,LI,1,manual
ELIS US,LI,1,manual
EMTY US,LI,1,manual
ENPX US,LI,1,manual
EPV US,LI,1,manual
ERX US,LI,1,manual
ERY US,LI,1,manual
ETHD US,LI,1,manual
ETHT US,LI,1,manual
ETHU US,LI,1,manual
ETRL US,LI,1,manual
EUM US,LI,1,manual
EUO US,LI,1,manual
EURL US,LI,1,manual
EWV US,LI,1,manual
EZJ US,LI,1,manual
FAS US,LI,1,manual
FAZ US,LI,1,manual
FBL US,LI,1,manual
FIGG US,LI,1,manual
FLYD US,LI,1,manual
FLYT US,LI,1,manual
FLYU US,LI,1,manual
FNGD US,LI,1,manual
FNGG US,LI,1,manual
FNGO US,LI,1,manual
FNGU US,LI,1,manual
FRDD US,LI,1,manual
FRDU US,LI,1,manual
FUTG US,LI,1,manual
FXP US,LI,1,manual
GDXD US,LI,1,manual
GDXU US,LI,1,manual
GEMG US,LI,1,manual
GEVG US,LI,1,manual
GEVX US,LI,1,manual
GGLL US,LI,1,manual
GGLS US,LI,1,manual
GLGG US,LI,1,manual
GLL US,LI,1,manual
GLXU US,LI,1,manual
GMEU US,LI,1,manual
GOOX US,LI,1,manual
GOU US,LI,1,manual
GRAG US,LI,1,manual
GSX US,LI,1,manual
GUSH US,LI,1,manual
HCMT US,LI,1,manual
HDLB US,LI,1,manual
HIBL US,LI,1,manual
HIBS US,LI,1,manual
HIMZ US,LI,1,manual
HODU US,LI,1,manual
HOOG US,LI,1,manual
HOOX US,LI,1,manual
HOOZ US,LI,1,manual
INDL US,LI,1,manual
INTW US,LI,1,manual
IONL US,LI,1,manual
IONX US,LI,1,manual
IONZ US,LI,1,manual
IRE US,LI,1,manual
IREG US,LI,1,manual
IREX US,LI,1,manual
ISUL US,LI,1,manual
IWDL US,LI,1,manual
IWFL US,LI,1,manual
IWML US,LI,1,manual
JDST US,LI,1,manual
JETD US,LI,1,manual
JETU US,LI,1,manual
JNUG US,LI,1,manual
JOBX US,LI,1,manual
KBAB US,LI,1,manual
KBDU US,LI,1,manual
KJD US,LI,1,manual
KLAG US,LI,1,manual
KMLI US,LI,1,manual
KOLD US,LI,1,manual
KORU US,LI,1,manual
KPDD US,LI,1,manual
KTUP US,LI,1,manual
LABD US,LI,1,manual
LABU US,LI,1,manual
LABX US,LI,1,manual
LACG US,LI,1,manual
LAYS US,LI,1,manual
LCDL US,LI,1,manual
LINT US,LI,1,manual
LLYX US,LI,1,manual
LLYZ US,LI,1,manual
LMBO US,LI,1,manual
LMNX US,LI,1,manual
LMTL US,LI,1,manual
LMTS US,LI,1,manual
LRCU US,LI,1,manual
LTL US,LI,1,manual
LULG US,LI,1,manual
LYFX US,LI,1,manual
MAGX US,LI,1,manual
MDBX US,LI,1,manual
METD US,LI,1,manual
METU US,LI,1,manual
MEXX US,LI,1,manual
MIDU US,LI,1,manual
MLPR US,LI,1,manual
MPG US,LI,1,manual
MPL US,LI,1,manual
MQQQ US,LI,1,manual
MRAL US,LI,1,manual
MSDD US,LI,1,manual
MSFD US,LI,1,manual
MSFL US,LI,1,manual
MSFU US,LI,1,manual
MSFX US,LI,1,manual
MSOO US,LI,1,manual
MSOX US,LI,1,manual
MSTP US,LI,1,manual
MSTU US,LI,1,manual
MSTX US,LI,1,manual
MSTZ US,LI,1,manual
MTUL US,LI,1,manual
MUD US,LI,1,manual
MULL US,LI,1,manual
MUU US,LI,1,manual
MVLL US,LI,1,manual
MVPL US,LI,1,manual
MVRL US,LI,1,manual
MVV US,LI,1,manual
MYY US,LI,1,manual
MZZ US,LI,1,manual
NAIL US,LI,1,manual
NBIG US,LI,1,manual
NBIL US,LI,1,manual
NEBX US,LI,1,manual
NEMG US,LI,1,manual
NETG US,LI,1,manual
NETX US,LI,1,manual
NFLU US,LI,1,manual
NFXL US,LI,1,manual
NFXS US,LI,1,manual
NIOG US,LI,1,manual
NNEX US,LI,1,manual
NOWL US,LI,1,manual
NRGD US,LI,1,manual
NRGU US,LI,1,manual
NUG US,LI,1,manual
NUGT US,LI,1,manual
NVD US,LI,1,manual
NVDB US,LI,1,manual
NVDD US,LI,1,manual
NVDG US,LI,1,manual
NVDL US,LI,1,manual
NVDO US,LI,1,manual
NVDQ US,LI,1,manual
NVDS US,LI,1,manual
NVDU US,LI,1,manual
NVDX US,LI,1,manual
NVOX US,LI,1,manual
NVTX US,LI,1,manual
NWMX US,LI,1,manual
OILD US,LI,1,manual
OILU US,LI,1,manual
OKLL US,LI,1,manual
OKLS US,LI,1,manual
OKTG US,LI,1,manual
OKTX US,LI,1,manual
ONDL US,LI,1,manual
OPEG US,LI,1,manual
OPEX US,LI,1,manual
ORCS US,LI,1,manual
ORCU US,LI,1,manual
ORCX US,LI,1,manual
ORR US,LI,1,manual
OSCG US,LI,1,manual
OSCX US,LI,1,manual
PALD US,LI,1,manual
PALU US,LI,1,manual
PANG US,LI,1,manual
PBRG US,LI,1,manual
PDDL US,LI,1,manual
PFFL US,LI,1,manual
PILL US,LI,1,manual
PLOO US,LI,1,manual
PLTA US,LI,1,manual
PLTD US,LI,1,manual
PLTG US,LI,1,manual
PLTU US,LI,1,manual
PLTZ US,LI,1,manual
PLU US,LI,1,manual
PONX US,LI,1,manual
PSQ US,LI,1,manual
PST US,LI,1,manual
PTIR US,LI,1,manual
PXIU US,LI,1,manual
PYPG US,LI,1,manual
QBTX US,LI,1,manual
QBTZ US,LI,1,manual
QCMD US,LI,1,manual
QCML US,LI,1,manual
QCMU US,LI,1,manual
QID US,LI,1,manual
QLD US,LI,1,manual
QPUX US,LI,1,manual
QQDN US,LI,1,manual
QQQD US,LI,1,manual
QQQP US,LI,1,manual
QQQU US,LI,1,manual
QQUP US,LI,1,manual
QQXL US,LI,1,manual
QSU US,LI,1,manual
QSX US,LI,1,manual
QUBX US,LI,1,manual
QULL US,LI,1,manual
RAAA US,LI,1,manual
RBLU US,LI,1,manual
RDTL US,LI,1,manual
REK US,LI,1,manual
REKT US,LI,1,manual
RETL US,LI,1,manual
REW US,LI,1,manual
RGTU US,LI,1,manual
RGTX US,LI,1,manual
RGTZ US,LI,1,manual
RIOX US,LI,1,manual
RKLX US,LI,1,manual
RKLZ US,LI,1,manual
ROBN US,LI,1,manual
ROM US,LI,1,manual
RSBA US,LI,1,manual
RSBT US,LI,1,manual
RSBY US,LI,1,manual
RSEE US,LI,1,manual
RSSB US,LI,1,manual
RSST US,LI,1,manual
RSSX US,LI,1,manual
RSSY US,LI,1,manual
RTXG US,LI,1,manual
RVNL US,LI,1,manual
RWM US,LI,1,manual
RXD US,LI,1,manual
RXL US,LI,1,manual
SAA US,LI,1,manual
SARK US,LI,1,manual
SATG US,LI,1,manual
SBB US,LI,1,manual
SBIT US,LI,1,manual
SBTU US,LI,1,manual
SBU US,LI,1,manual
SCC US,LI,1,manual
SCDL US,LI,1,manual
SCO US,LI,1,manual
SDD US,LI,1,manual
SDOW US,LI,1,manual
SDP US,LI,1,manual
SDS US,LI,1,manual
SEF US,LI,1,manual
SETH US,LI,1,manual
SH US,LI,1,manual
SHNY US,LI,1,manual
SHPD US,LI,1,manual
SHPU US,LI,1,manual
SIJ US,LI,1,manual
SJB US,LI,1,manual
SKF US,LI,1,manual
SKRE US,LI,1,manual
SKYU US,LI,1,manual
SLON US,LI,1,manual
SMCL US,LI,1,manual
SMCX US,LI,1,manual
SMCZ US,LI,1,manual
SMDD US,LI,1,manual
SMHB US,LI,1,manual
SMN US,LI,1,manual
SMQ US,LI,1,manual
SMST US,LI,1,manual
SMU US,LI,1,manual
SMUP US,LI,1,manual
SNAG US,LI,1,manual
SNOU US,LI,1,manual
SNPX US,LI,1,manual
SOFX US,LI,1,manual
SOLT US,LI,1,manual
SOUX US,LI,1,manual
SOXL US,LI,1,manual
SOXS US,LI,1,manual
SPDN US,LI,1,manual
SPOG US,LI,1,manual
SPUU US,LI,1,manual
SPXL US,LI,1,manual
SPXS US,LI,1,manual
SPXU US,LI,1,manual
SPYQ US,LI,1,manual
SPYU US,LI,1,manual
SQQQ US,LI,1,manual
SRPU US,LI,1,manual
SRS US,LI,1,manual
SRTY US,LI,1,manual
SSG US,LI,1,manual
SSO US,LI,1,manual
STSM US,LI,1,manual
SVIX US,LI,1,manual
SVOL US,LI,1,manual
SVXY US,LI,1,manual
SZK US,LI,1,manual
SZOXF US,LI,1,manual
TARK US,LI,1,manual
TBF US,LI,1,manual
TBT US,LI,1,manual
TBX US,LI,1,manual
TBXU US,LI,1,manual
TDAX US,LI,1,manual
TECL US,LI,1,manual
TECS US,LI,1,manual
TEMT US,LI,1,manual
TERG US,LI,1,manual
TEXU US,LI,1,manual
TMF US,LI,1,manual
TMV US,LI,1,manual
TNA US,LI,1,manual
TPOR US,LI,1,manual
TQQQ US,LI,1,manual
TSDD US,LI,1,manual
TSL US,LI,1,manual
TSLG US,LI,1,manual
TSLI US,LI,1,manual
TSLL US,LI,1,manual
TSLO US,LI,1,manual
TSLQ US,LI,1,manual
TSLR US,LI,1,manual
TSLS US,LI,1,manual
TSLT US,LI,1,manual
TSLZ US,LI,1,manual
TSMG US,LI,1,manual
TSMU US,LI,1,manual
TSMX US,LI,1,manual
TSMZ US,LI,1,manual
TSXD US,LI,1,manual
TSXU US,LI,1,manual
TSYX US,LI,1,manual
TTDU US,LI,1,manual
TTT US,LI,1,manual
TTXD US,LI,1,manual
TTXU US,LI,1,manual
TWM US,LI,1,manual
TXXD US,LI,1,manual
TXXS US,LI,1,manual
TYD US,LI,1,manual
TYO US,LI,1,manual
TZA US,LI,1,manual
UBOT US,LI,1,manual
UBR US,LI,1,manual
UBRL US,LI,1,manual
UBT US,LI,1,manual
UCC US,LI,1,manual
UCO US,LI,1,manual
UCYB US,LI,1,manual
UDN US,LI,1,manual
UDOW US,LI,1,manual
UGE US,LI,1,manual
UGL US,LI,1,manual
UJB US,LI,1,manual
ULE US,LI,1,manual
UMDD US,LI,1,manual
UNHG US,LI,1,manual
UNX US,LI,1,manual
UPRO US,LI,1,manual
UPSG US,LI,1,manual
UPSX US,LI,1,manual
UPV US,LI,1,manual
UPW US,LI,1,manual
URAA US,LI,1,manual
URE US,LI,1,manual
URSP US,LI,1,manual
URTY US,LI,1,manual
USD US,LI,1,manual
USML US,LI,1,manual
UST US,LI,1,manual
UTSL US,LI,1,manual
UVIX US,LI,1,manual
UVXY US,LI,1,manual
UWM US,LI,1,manual
UXI US,LI,1,manual
UXRP US,LI,1,manual
UYG US,LI,1,manual
UYM US,LI,1,manual
VALG US,LI,1,manual
VOYX US,LI,1,manual
VRTL US,LI,1,manual
VSTL US,LI,1,manual
VYLD US,LI,1,manual
WANT US,LI,1,manual
WEBL US,LI,1,manual
WEBS US,LI,1,manual
WILD US,LI,1,manual
WTIB US,LI,1,manual
WTID US,LI,1,manual
WTIU US,LI,1,manual
WULX US,LI,1,manual
WXET US,LI,1,manual
XOMX US,LI,1,manual
XOMZ US,LI,1,manual
XPP US,LI,1,manual
XRPT US,LI,1,manual
XVOL US,LI,1,manual
XXRP US,LI,1,manual
XYZG US,LI,1,manual
YANG US,LI,1,manual
YCL US,LI,1,manual
YCS US,LI,1,manual
YINN US,LI,1,manual
YXI US,LI,1,manual
ZSL US,LI,1,manual
ZVOL US,LI,1,manual
ALBG US,LI,1,manual
CRMX US,LI,1,manual
EOSU US,LI,1,manual
FDRX US,LI,1,manual
HUTG US,LI,1,manual
LUNL US,LI,1,manual
ONDG US,LI,1,manual
ONDU US,LI,1,manual
ORLG US,LI,1,manual
PATX US,LI,1,manual
PLUL US,LI,1,manual
RKTL US,LI,1,manual
USAX US,LI,1,manual
USGG US,LI,1,manual
UUUG US,LI,1,manual
XPEG US,LI,1,manual
APLZ US,LI,1,manual
IREZ US,LI,1,manual
LCIZ US,LI,1,manual
LNOK US,LI,1,manual
NBIZ US,LI,1,manual
QXAS US,LI,1,manual
LITX US,LI,1,manual
RDWU US,LI,1,manual
SNXX US,LI,1,manual
WDCX US,LI,1,manual
BMAX US,Thematic,1,manual
ABLD US,Thematic,1,manual
ABOT US,Thematic,1,manual
ACES US,Thematic,1,manual
AGIX US,Thematic,1,manual
AIFD US,Thematic,1,manual
AIQ US,Thematic,1,manual
AIS US,Thematic,1,manual
AIVC US,Thematic,1,manual
ANEW US,Thematic,1,manual
AOTG US,Thematic,1,manual
AQWA US,Thematic,1,manual
ARKF US,Thematic,1,manual
ARKG US,Thematic,1,manual
ARKK US,Thematic,1,manual
ARKQ US,Thematic,1,manual
ARKW US,Thematic,1,manual
ARKX US,Thematic,1,manual
ARTY US,Thematic,1,manual
ARVR US,Thematic,1,manual
AVIE US,Thematic,1,manual
AWAY US,Thematic,1,manual
BAI US,Thematic,1,manual
BATT US,Thematic,1,manual
BCDF US,Thematic,1,manual
BEDZ US,Thematic,1,manual
BETZ US,Thematic,1,manual
BILD US,Thematic,1,manual
BJK US,Thematic,1,manual
BKCH US,Thematic,1,manual
BKGI US,Thematic,1,manual
BLCN US,Thematic,1,manual
BLKC US,Thematic,1,manual
BLOK US,Thematic,1,manual
BMED US,Thematic,1,manual
BMVP US,Thematic,1,manual
BNGE US,Thematic,1,manual
BOAT US,Thematic,1,manual
BOTT US,Thematic,1,manual
BOTZ US,Thematic,1,manual
BPAY US,Thematic,1,manual
BUG US,Thematic,1,manual
BULD US,Thematic,1,manual
BUYZ US,Thematic,1,manual
BWEB US,Thematic,1,manual
CANC US,Thematic,1,manual
CARZ US,Thematic,1,manual
CCNR US,Thematic,1,manual
CCSO US,Thematic,1,manual
CGW US,Thematic,1,manual
CHAT US,Thematic,1,manual
CHGX US,Thematic,1,manual
CIBR US,Thematic,1,manual
CLOD US,Thematic,1,manual
CLOU US,Thematic,1,manual
CNRG US,Thematic,1,manual
COPY US,Thematic,1,manual
CSD US,Thematic,1,manual
CSNR US,Thematic,1,manual
CTEC US,Thematic,1,manual
CTEX US,Thematic,1,manual
CUT US,Thematic,1,manual
DAPP US,Thematic,1,manual
DARP US,Thematic,1,manual
DAT US,Thematic,1,manual
DGIN US,Thematic,1,manual
DMAT US,Thematic,1,manual
DMCY US,Thematic,1,manual
DRIV US,Thematic,1,manual
DRNZ US,Thematic,1,manual
DTCR US,Thematic,1,manual
DTEC US,Thematic,1,manual
EATZ US,Thematic,1,manual
EBIZ US,Thematic,1,manual
ECON US,Thematic,1,manual
EFRA US,Thematic,1,manual
EKG US,Thematic,1,manual
ELFY US,Thematic,1,manual
EMCR US,Thematic,1,manual
EMDM US,Thematic,1,manual
EMIF US,Thematic,1,manual
EMLP US,Thematic,1,manual
EMQQ US,Thematic,1,manual
ENFR US,Thematic,1,manual
ERET US,Thematic,1,manual
ERTH US,Thematic,1,manual
ESPO US,Thematic,1,manual
ETEC US,Thematic,1,manual
ETHO US,Thematic,1,manual
EUAD US,Thematic,1,manual
EVX US,Thematic,1,manual
FAI US,Thematic,1,manual
FAN US,Thematic,1,manual
FBOT US,Thematic,1,manual
FCLD US,Thematic,1,manual
FCPI US,Thematic,1,manual
FDCF US,Thematic,1,manual
FDFF US,Thematic,1,manual
FDRV US,Thematic,1,manual
FDTX US,Thematic,1,manual
FINX US,Thematic,1,manual
FIW US,Thematic,1,manual
FMED US,Thematic,1,manual
FMET US,Thematic,1,manual
FMQQ US,Thematic,1,manual
FPX US,Thematic,1,manual
FPXE US,Thematic,1,manual
FPXI US,Thematic,1,manual
FRNW US,Thematic,1,manual
FTAG US,Thematic,1,manual
FTIF US,Thematic,1,manual
FTRI US,Thematic,1,manual
FTWO US,Thematic,1,manual
FWD US,Thematic,1,manual
GAMR US,Thematic,1,manual
GBLD US,Thematic,1,manual
GCAD US,Thematic,1,manual
GDOC US,Thematic,1,manual
GGME US,Thematic,1,manual
GGRW US,Thematic,1,manual
GII US,Thematic,1,manual
GINN US,Thematic,1,manual
GNOM US,Thematic,1,manual
GNR US,Thematic,1,manual
GRID US,Thematic,1,manual
GTEK US,Thematic,1,manual
GUNR US,Thematic,1,manual
HACK US,Thematic,1,manual
HAIL US,Thematic,1,manual
HAP US,Thematic,1,manual
HAPI US,Thematic,1,manual
HAPS US,Thematic,1,manual
HEAL US,Thematic,1,manual
HELX US,Thematic,1,manual
HERO US,Thematic,1,manual
HOMZ US,Thematic,1,manual
HRTS US,Thematic,1,manual
HTEC US,Thematic,1,manual
HUMN US,Thematic,1,manual
HWAY US,Thematic,1,manual
HYDR US,Thematic,1,manual
IBLC US,Thematic,1,manual
IBOT US,Thematic,1,manual
IBRN US,Thematic,1,manual
IBUY US,Thematic,1,manual
ICLN US,Thematic,1,manual
IDNA US,Thematic,1,manual
IDRV US,Thematic,1,manual
IFRA US,Thematic,1,manual
IGE US,Thematic,1,manual
IGF US,Thematic,1,manual
IHAK US,Thematic,1,manual
IHI US,Thematic,1,manual
ILDR US,Thematic,1,manual
ILIT US,Thematic,1,manual
INCO US,Thematic,1,manual
INFL US,Thematic,1,manual
INFR US,Thematic,1,manual
INQQ US,Thematic,1,manual
ION US,Thematic,1,manual
IPAV US,Thematic,1,manual
IPAY US,Thematic,1,manual
IPO US,Thematic,1,manual
IPOS US,Thematic,1,manual
IQM US,Thematic,1,manual
IQRA US,Thematic,1,manual
ISHP US,Thematic,1,manual
ISMD US,Thematic,1,manual
ITA US,Thematic,1,manual
ITB US,Thematic,1,manual
ITEQ US,Thematic,1,manual
IVRS US,Thematic,1,manual
JETS US,Thematic,1,manual
JOET US,Thematic,1,manual
JTEK US,Thematic,1,manual
KARS US,Thematic,1,manual
KDEF US,Thematic,1,manual
KGRN US,Thematic,1,manual
KLXY US,Thematic,1,manual
KNCT US,Thematic,1,manual
KOMP US,Thematic,1,manual
KROP US,Thematic,1,manual
KTEC US,Thematic,1,manual
KWEB US,Thematic,1,manual
LEGR US,Thematic,1,manual
LIMI US,Thematic,1,manual
LIT US,Thematic,1,manual
LITP US,Thematic,1,manual
LOPP US,Thematic,1,manual
LOUP US,Thematic,1,manual
LRNZ US,Thematic,1,manual
MDEV US,Thematic,1,manual
MEDI US,Thematic,1,manual
MEDX US,Thematic,1,manual
METV US,Thematic,1,manual
MGNR US,Thematic,1,manual
MILN US,Thematic,1,manual
MINV US,Thematic,1,manual
MISL US,Thematic,1,manual
MJ US,Thematic,1,manual
MLPA US,Thematic,1,manual
MLPX US,Thematic,1,manual
MOO US,Thematic,1,manual
MOTO US,Thematic,1,manual
NANR US,Thematic,1,manual
NATO US,Thematic,1,manual
NBDS US,Thematic,1,manual
NBET US,Thematic,1,manual
NERD US,Thematic,1,manual
NFRA US,Thematic,1,manual
NLR US,Thematic,1,manual
NRES US,Thematic,1,manual
NUKZ US,Thematic,1,manual
NXTE US,Thematic,1,manual
NXTG US,Thematic,1,manual
NZAC US,Thematic,1,manual
NZUS US,Thematic,1,manual
OBOR US,Thematic,1,manual
ODDS US,Thematic,1,manual
OGIG US,Thematic,1,manual
OND US,Thematic,1,manual
ONLN US,Thematic,1,manual
OZEM US,Thematic,1,manual
PAVE US,Thematic,1,manual
PAWZ US,Thematic,1,manual
PBD US,Thematic,1,manual
PBW US,Thematic,1,manual
PEJ US,Thematic,1,manual
PFUT US,Thematic,1,manual
PHO US,Thematic,1,manual
PINK US,Thematic,1,manual
PIO US,Thematic,1,manual
PIPE US,Thematic,1,manual
PJBF US,Thematic,1,manual
PKB US,Thematic,1,manual
POWA US,Thematic,1,manual
PPA US,Thematic,1,manual
PPI US,Thematic,1,manual
PSIL US,Thematic,1,manual
PSWD US,Thematic,1,manual
PWER US,Thematic,1,manual
PWRD US,Thematic,1,manual
QCLN US,Thematic,1,manual
QQQS US,Thematic,1,manual
QTUM US,Thematic,1,manual
RBLD US,Thematic,1,manual
RIFR US,Thematic,1,manual
RNRG US,Thematic,1,manual
RNWZ US,Thematic,1,manual
ROBO US,Thematic,1,manual
ROBT US,Thematic,1,manual
ROKT US,Thematic,1,manual
RSHO US,Thematic,1,manual
SAGP US,Thematic,1,manual
SCAP US,Thematic,1,manual
SHE US,Thematic,1,manual
SHLD US,Thematic,1,manual
SHPP US,Thematic,1,manual
SIMS US,Thematic,1,manual
SIXG US,Thematic,1,manual
SKYY US,Thematic,1,manual
SNSR US,Thematic,1,manual
SOCL US,Thematic,1,manual
SOLR US,Thematic,1,manual
SPAM US,Thematic,1,manual
SPAQ US,Thematic,1,manual
SPCX US,Thematic,1,manual
SPCZ US,Thematic,1,manual
SPRX US,Thematic,1,manual
SRVR US,Thematic,1,manual
STXD US,Thematic,1,manual
SUPL US,Thematic,1,manual
SUPP US,Thematic,1,manual
SURI US,Thematic,1,manual
TAN US,Thematic,1,manual
TCHI US,Thematic,1,manual
TEC US,Thematic,1,manual
TECB US,Thematic,1,manual
TEKX US,Thematic,1,manual
THNQ US,Thematic,1,manual
TIME US,Thematic,1,manual
TINY US,Thematic,1,manual
TOKE US,Thematic,1,manual
TOLL US,Thematic,1,manual
TOLZ US,Thematic,1,manual
TRFK US,Thematic,1,manual
TRFM US,Thematic,1,manual
UFO US,Thematic,1,manual
UPGR US,Thematic,1,manual
URA US,Thematic,1,manual
URAN US,Thematic,1,manual
URNJ US,Thematic,1,manual
URNM US,Thematic,1,manual
USAI US,Thematic,1,manual
USNZ US,Thematic,1,manual
VCLN US,Thematic,1,manual
VEGI US,Thematic,1,manual
VEGN US,Thematic,1,manual
VERS US,Thematic,1,manual
VICE US,Thematic,1,manual
VRAI US,Thematic,1,manual
WAR US,Thematic,1,manual
WCBR US,Thematic,1,manual
WCEO US,Thematic,1,manual
WCLD US,Thematic,1,manual
WDNA US,Thematic,1,manual
WEED US,Thematic,1,manual
WISE US,Thematic,1,manual
WOMN US,Thematic,1,manual
WOOD US,Thematic,1,manual
WTAI US,Thematic,1,manual
WUGI US,Thematic,1,manual
XAIX US,Thematic,1,manual
XAR US,Thematic,1,manual
XDAT US,Thematic,1,manual
XHB US,Thematic,1,manual
XITK US,Thematic,1,manual
XOVR US,Thematic,1,manual
XPND US,Thematic,1,manual
XSW US,Thematic,1,manual
XTL US,Thematic,1,manual
YOLO US,Thematic,1,manual
ZSC US,Thematic,1,manual
MRNX US,LI,1,manual
RCAX US,LI,1,manual
ZETX US,LI,1,manual
DDFF US,Defined,1,manual
DDTF US,Defined,1,manual
JANI US,Defined,1,manual
BPRO US,Crypto,1,manual
KRYP US,Crypto,1,manual
TDOG US,Crypto,1,manual
VAVX US,Crypto,1,manual
ANV US,CC,1,manual
TLA US,CC,1,manual
XSPI US,CC,1,manual
ASTN US,LI,1,manual
CRMU US,LI,1,manual
DNNG US,LI,1,manual
UECG US,LI,1,manual
BEZ US,LI,1,manual
SMZ US,LI,1,manual
ATCL US,CC,1,manual
GSUI US,Crypto,1,manual
SUIS US,Crypto,1,manual
APHU US,LI,1,manual
ASMU US,LI,1,manual
AXPG US,LI,1,manual
BABU US,LI,1,manual
CLSZ US,LI,1,manual
COHX US,LI,1,manual
COPZ US,LI,1,manual
FCXG US,LI,1,manual
FGRU US,LI,1,manual
LEUX US,LI,1,manual
MRVU US,LI,1,manual
SOFA US,LI,1,manual
DLFE US,Defined,1,manual
FNGS US,LI,1,manual
UPSD US,LI,1,manual
DRNL US,LI,1,manual
XT US,Thematic,1,manual
IVES US,Thematic,1,manual
MSOS US,Thematic,1,manual
IGPT US,Thematic,1,manual
AIPO US,Thematic,1,manual
TMAT US,Thematic,1,manual
LRND US,Thematic,1,manual
CNBS US,Thematic,1,manual
TCAI US,Thematic,1,manual
DRGN US,Thematic,1,manual
JHAI US,Thematic,1,manual
DTRE US,Thematic,1,manual
PBOT US,Thematic,1,manual
XDEF US,Thematic,1,manual
EPAI US,Thematic,1,manual
GDFN US,Thematic,1,manual
CABZ US,Thematic,1,manual
MARS US,Thematic,1,manual
ACYN US,CC,1,manual
NVIT US,CC,1,manual
MINY US,CC,1,manual
MSST US,CC,1,manual
TEST US,CC,1,manual
TSUI US,Crypto,1,manual
TDOT US,Crypto,1,manual
GLDB US,Crypto,1,manual
BCOR US,Crypto,1,manual
XXX US,Crypto,1,manual
SSS US,Crypto,1,manual
EEE US,Crypto,1,manual
DDFM US,Defined,1,manual
DDTM US,Defined,1,manual
GLDN US,CC,1,manual
ISSB US,CC,1,manual
KSLV US,CC,1,manual
KYLD US,CC,1,manual
MAGO US,CC,1,manual
MEMY US,CC,1,manual
NEHI US,CC,1,manual
NLSI US,CC,1,manual
OEI US,CC,1,manual
PLGI US,CC,1,manual
SLVX US,CC,1,manual
TPAY US,CC,1,manual
XBCI US,CC,1,manual
XQQI US,CC,1,manual
ISBG US,CC,1,manual
TEMP US,Thematic,1,manual
JEDI US,Thematic,1,manual
DADS US,Thematic,1,manual
FEPI LN,CC,1,manual
FEGI LN,CC,1,manual
CEGI LN,CC,1,manual
ORO US,Crypto,1,atlas
HOLD US,LI,1,atlas
FIEGF US,LI,1,atlas
LQPE US,LI,1,atlas
QTAC US,LI,1,atlas
1938071D US,LI,1,atlas
GASX US,LI,1,atlas
EVIX US,LI,1,atlas
AAVX US,LI,1,atlas
WDRW US,LI,1,atlas
CLDS US,LI,1,atlas
MIDZ US,LI,1,atlas
GDXX US,LI,1,atlas
DXO US,LI,1,atlas
PFES US,LI,1,atlas
UMX US,LI,1,atlas
DPK US,LI,1,atlas
SOP US,LI,1,atlas
ZIVZF US,LI,1,atlas
2550752D US,LI,1,atlas
EUXL US,LI,1,atlas
FINZ US,LI,1,atlas
USOU US,LI,1,atlas
HAKK US,LI,1,atlas
MJIN US,LI,1,atlas
RUSS US,LI,1,atlas
SWAR US,LI,1,atlas
CRYP US,Crypto,1,atlas
FNTC US,LI,1,atlas
SCOM US,LI,1,atlas
ARKZ US,Crypto,1,atlas
IGU US,LI,1,atlas
DFVS US,LI,1,atlas
2550705D US,LI,1,atlas
